track_name,track_artist,valence,energy,danceability,tempo,acousticness,speechiness
Lasers,TV Noise,0.151,0.851,0.759,125.968,0.0002,0.158
Bassline,Julian Jordan,0.214,0.969,0.751,125.984,0.000413,0.0771
Mumble,TV Noise,0.394,0.918,0.75,126.015,0.000714,0.119
Basslyn,Bart B More,0.515,0.734,0.828,124.975,0.00341,0.0901
Fire,TV Noise,0.449,0.881,0.751,128.016,0.0098,0.197
Masquerade,Dyro,0.0911,0.94,0.593,129.99,0.00354,0.0432
Bring It Back,TV Noise,0.234,0.925,0.808,126.099,0.00264,0.183
Infinite,Seth Hills,0.193,0.868,0.615,128.033,0.00898,0.0407
Goliath,Dyro,0.123,0.823,0.543,127.952,0.000428,0.0853
I Know U,Dyro,0.384,0.899,0.845,130.046,0.00684,0.505
Echo,Seth Hills,0.119,0.75,0.656,126.04,0.00207,0.0584
Free,Dyro,0.227,0.862,0.682,127.978,0.00578,0.0364
I'm Odd,LOOPERS,0.272,0.922,0.616,128.027,0.0114,0.111
Closer,Magnificence,0.491,0.858,0.69,126.014,0.00116,0.0694
You Want This,LOOPERS,0.571,0.93,0.732,126.027,0.00281,0.105
808,TV Noise,0.259,0.969,0.73,127.968,0.00038,0.118
Whisper,Seth Hills,0.217,0.881,0.759,125.939,0.00968,0.196
Tell Me The Truth,Julian Jordan,0.213,0.962,0.727,128.031,0.000465,0.0508
Higher Needs,Blinders,0.615,0.922,0.7,127.884,0.0486,0.326
Backfire,Julian Jordan,0.313,0.79,0.676,126.058,0.0104,0.066
Throwback,Bart B More,0.832,0.865,0.613,124.985,0.0006,0.0444
Freaky All Night,TV Noise,0.751,0.959,0.753,126.046,0.00549,0.179
Drummachine,LOOPERS,0.154,0.94,0.697,128.018,0.00102,0.106
Rebound,Seth Hills,0.245,0.924,0.703,126.017,0.039,0.0639
I'm Heavy,LOOPERS,0.553,0.858,0.728,129.996,0.00149,0.107
Weird,TV Noise,0.445,0.917,0.907,126.039,0.000716,0.119
Bring It Down,Dyro,0.524,0.955,0.579,125.914,0.00314,0.0439
Rhythm,TV Noise,0.435,0.826,0.806,126.024,0.000176,0.0943
Blaze It Up,LOOPERS,0.427,0.938,0.696,128.048,0.00211,0.0943
Scream,TV Noise,0.691,0.924,0.649,128.02,0.000648,0.0557
Baller,CMC$,0.388,0.981,0.787,125.998,0.014,0.213
Everything Goes Black,LOOPERS,0.67,0.795,0.789,128.043,0.0246,0.0676
Breathe,Crime Zcene,0.252,0.897,0.709,125.953,0.00513,0.235
Feeling,SLVR,0.631,0.916,0.788,126.004,0.3,0.121
Bring It To Me,Jaycen A'mour,0.428,0.958,0.664,125.97,0.00235,0.108
Pony,Valentino Khan,0.371,0.984,0.803,127.994,0.00027,0.0548
"Made In France (with Tchami & Malaa, feat. Mercer)",DJ Snake,0.506,0.949,0.836,126.007,0.00295,0.0786
Nightline,Shift K3Y,0.494,0.704,0.875,126.997,0.0312,0.146
Fun,Kaskade,0.328,0.922,0.839,122.986,0.0215,0.0568
I Want U,Ghastly,0.53,0.965,0.673,125.955,0.00373,0.201
Super Hott,Jauz,0.484,0.968,0.715,127.931,0.0221,0.339
Keep,BROHUG,0.242,0.88,0.604,124.665,0.0135,0.0967
911,Saint Punk,0.402,0.974,0.746,125.032,0.00534,0.149
Funk Accelerator,Botnek,0.466,0.964,0.786,125.988,0.00399,0.123
Sound Of The Underground,Zeds Dead,0.192,0.925,0.675,170.084,0.00323,0.104
Big Ting Vibe,SQWAD,0.716,0.943,0.858,125.988,0.000759,0.0663
You Got That,LOUD ABOUT US!,0.587,0.978,0.776,123.986,0.104,0.152
Badboy Sound,Diskord,0.49,0.932,0.852,124.034,0.038,0.247
Stay With U 2Night,Axel Boy,0.157,0.973,0.626,139.621,0.0417,0.221
FALL,deadmau5,0.0374,0.803,0.837,127.995,0.0862,0.184
Lose Control,Wax Motif,0.642,0.903,0.676,125.0,0.00457,0.055
Freak It Out,Golf Clap,0.893,0.97,0.816,127.007,0.00107,0.128
All Over Me,Ibranovski,0.273,0.688,0.829,126.011,0.00257,0.0473
Real,Habstrakt,0.232,0.841,0.853,125.01,0.00123,0.307
SELECTA 19,JOYRYDE,0.452,0.833,0.802,132.006,0.00351,0.339
Hell on Earth,Rezz,0.285,0.92,0.599,179.986,0.00119,0.13
Calibrator,Bellecour,0.464,0.722,0.902,126.029,0.00855,0.168
Burner,Duke & Jones,0.384,0.106,0.895,119.051,0.807,0.0789
"Mush, Mush (2019 Reboot)",Bassjackers,0.586,0.746,0.849,128.014,0.00129,0.129
Gimme That Juice,Botnek,0.784,0.635,0.88,126.043,0.00271,0.0451
Animals (feat. Moa Lisa) - Alora & Senii Remix,Charlie Who?,0.877,0.886,0.63,123.974,0.202,0.0281
Coming Home,ALLEGRØ,0.316,0.642,0.684,119.974,0.0181,0.0285
One Night (feat. Raphaella),MK,0.195,0.896,0.486,123.967,0.0015,0.0346
Radio Love - Dualities Remix,Lucas Estrada,0.207,0.865,0.718,121.931,0.0225,0.0369
Instagram - R3HAB Remix,Dimitri Vegas & Like Mike,0.502,0.858,0.436,122.568,0.0554,0.104
Is It Real? (feat. Salena Mastroianni),Tobtok,0.64,0.875,0.728,124.037,0.000869,0.0406
Spicy (with Diplo & Charli XCX) - Majestic Remix,Herve Pagez,0.94,0.818,0.813,121.996,0.00119,0.0817
Storm (feat. Kyra Mastro),Famba,0.292,0.719,0.751,122.05,0.0365,0.101
Safe Place,Pelago,0.308,0.694,0.371,119.991,0.015,0.0401
Forgive or Forget - R3HAB Remix,Ina Wroldsen,0.384,0.813,0.601,127.18,0.0105,0.0624
Like I Love You - Rowen Reecks Remix,Theresa Rex,0.778,0.923,0.739,124.01,0.202,0.0583
With Me,Vic Roz,0.526,0.659,0.651,126.034,0.394,0.0318
Ready for the Summer,RudeLies,0.758,0.906,0.784,126.021,0.0588,0.197
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,0.238,0.78,0.69,126.07,0.00733,0.0594
Who Am I (feat. Conrad Sewell),Enzo Ingrosso,0.584,0.889,0.569,128.001,0.00779,0.0333
"Baby, You Are Wrong",Wave Wave,0.403,0.588,0.56,121.96,0.331,0.0448
Love Me Louder,Ericé,0.62,0.672,0.673,114.957,0.0119,0.0612
Lonely,TooManyLeftHands,0.807,0.838,0.682,109.947,0.053,0.0453
Wait For You,Sick Individuals,0.542,0.726,0.677,102.056,0.158,0.0408
Told You Once,Foxa,0.534,0.974,0.575,127.776,0.221,0.117
You and I,Wahlstedt,0.444,0.8,0.774,124.957,0.0746,0.0311
The Rhythm of the Night,Sean Finn,0.464,0.944,0.672,125.964,0.0386,0.0481
Made For You,John De Sohn,0.57,0.673,0.628,149.955,0.0193,0.0406
Concrete Heart,VASSY,0.791,0.862,0.734,123.009,0.271,0.115
Dreamer - Nicky Romero Remix,Martin Garrix,0.346,0.751,0.435,124.332,0.128,0.0599
Dreamers - Uta & Jay Forest Remix,TooManyLeftHands,0.158,0.864,0.542,127.809,0.105,0.124
Happy Kids,John De Sohn,0.672,0.649,0.603,124.073,0.0105,0.0476
Keep On Lovin',Cat Dealers,0.256,0.726,0.601,124.078,0.0053,0.0804
Ignite (feat. SEUNGRI) - Different Heaven Remix,K-391,0.522,0.801,0.704,100.004,0.227,0.161
Blah Blah Blah,Armin van Buuren,0.16,0.963,0.378,103.406,0.00882,0.0682
Kings & Queens,Kovan,0.432,0.876,0.661,123.973,0.0473,0.0512
Doomsday,VASSY,0.4,0.645,0.61,126.077,0.307,0.0648
On My Way (feat. Martyn Ell) - TooManyLeftHands & Cueto Club Remix,TooManyLeftHands,0.479,0.869,0.597,130.024,0.107,0.0454
Butterflies,Myon,0.233,0.912,0.539,128.016,0.111,0.0454
Go to Sleep - John De Sohn Remix,John De Sohn,0.369,0.855,0.666,124.994,0.0214,0.0412
Infinity 2018 - Klaas Remix Edit,Sean Finn,0.498,0.924,0.517,128.127,0.00403,0.0975
Go to Sleep,John De Sohn,0.523,0.738,0.583,113.978,0.311,0.0402
Take Off,Erlandsson,0.2,0.639,0.619,128.009,0.0188,0.0539
Young & Reckless,Guy Gabriel,0.338,0.702,0.414,96.989,0.00721,0.0909
Out of the Darkness - Radio Edit,Pete Kingsman,0.112,0.863,0.602,128.01,0.000498,0.0435
Riding Shotgun (feat. Bonnie McKee) - Ryan Riback Remix,Kygo,0.542,0.743,0.719,102.016,0.0101,0.169
Do It for Love,Erlandsson,0.366,0.766,0.668,127.896,0.0764,0.0927
Someone New,Hogland,0.343,0.681,0.406,90.498,0.552,0.0521
Found Love - Radio Edit,Roger Martin,0.538,0.956,0.644,121.995,0.0388,0.158
Never Let You Go (feat. John Newman) - Jack Wins Remix,Kygo,0.441,0.841,0.667,124.968,0.0075,0.104
All Falls Down (feat. Juliander),Alan Walker,0.662,0.678,0.658,97.976,0.303,0.058
Lovesick,SJUR,0.678,0.695,0.705,106.031,0.0697,0.0327
Ruled the World,Hogland,0.175,0.729,0.564,127.995,0.0283,0.0423
What About Us - Cash Cash Remix,P!nk,0.221,0.797,0.595,122.801,0.0509,0.0466
Silence - Tiësto's Big Room Remix,Marshmello,0.0994,0.941,0.522,130.088,0.00621,0.25
Pizza,Martin Garrix,0.0378,0.712,0.381,127.967,0.000408,0.0355
There For You - Madison Mars Remix,Martin Garrix,0.347,0.947,0.6,126.045,0.0395,0.163
Tired - Kovan & Alex Skrindo Remix,Alan Walker,0.31,0.813,0.571,127.894,0.158,0.0822
Honest - Gil Glaze Remix,The Chainsmokers,0.454,0.93,0.558,119.97,0.0614,0.0404
Look At Us Now - Dzeko Remix,Lost Kings,0.153,0.906,0.598,126.001,0.00428,0.191
First Time - Gryffin Remix,Kygo,0.426,0.81,0.494,104.913,0.0564,0.0533
Alright,Jayceeoh,0.554,0.671,0.7,99.009,0.0452,0.0441
Whine Up - Wideboys House Remix Radio Edit,Chloé Gisele,0.705,0.932,0.631,124.037,0.00122,0.0427
People I Love (Club Mix) - Spotify Edit,Sick Individuals,0.322,0.891,0.596,128.027,0.0323,0.0676
We Don't Care,Hogland,0.302,0.819,0.582,125.819,0.296,0.0548
Malibu - The Him Remix,Miley Cyrus,0.289,0.675,0.509,125.002,0.286,0.0419
Back to You,Manse,0.364,0.914,0.697,124.923,0.162,0.13
Staring At The Sun,Vanic,0.43,0.737,0.591,105.034,0.0314,0.0309
Solo Dance - Club Mix,Martin Jensen,0.501,0.837,0.693,122.983,0.00756,0.0382
Part Of Me (Club Remix) (feat. Kareem),LittleKings,0.616,0.747,0.759,124.002,0.00907,0.0483
Don't Want You Back,Bakermat,0.767,0.862,0.767,125.997,0.448,0.0799
Torrent,Sidney Samson,0.0833,0.868,0.635,127.962,0.000381,0.057
Just Some Loops - Original Mix,Martin Garrix,0.223,0.813,0.814,128.012,0.00022,0.147
BFAM - Original Mix,Julian Jordan,0.131,0.784,0.603,127.98,0.00928,0.0333
Tremor - Radio Edit,Dimitri Vegas & Like Mike,0.225,0.919,0.615,127.991,0.00201,0.0367
Mammoth - Radio Edit,Dimitri Vegas & Like Mike,0.447,0.871,0.571,128.062,0.00207,0.47
Secrets - Radio Edit,Tiësto,0.224,0.81,0.662,128.007,0.00127,0.0441
Wizard - Radio Edit,Martin Garrix,0.0795,0.916,0.565,127.844,0.00439,0.052
Project T - Martin Garrix Edit,Dimitri Vegas & Like Mike,0.196,0.825,0.525,127.963,0.0193,0.0372
Virus (How About Now),Martin Garrix,0.0671,0.841,0.488,128.071,0.00197,0.04
Turn Up The Speakers,Afrojack,0.294,0.9,0.694,127.995,0.0984,0.0456
Voodoo,DVBBS,0.0375,0.871,0.498,127.794,0.00144,0.0553
Bust Dem - Original Mix,Henry Fong,0.234,0.966,0.604,127.981,0.0015,0.073
Helicopter - Original Edit,Martin Garrix,0.0749,0.962,0.601,128.055,0.00984,0.0427
Proxy - Original Mix,Martin Garrix,0.257,0.698,0.682,128.058,0.0087,0.0335
Gold Skies - Radio Edit,Sander van Doorn,0.164,0.771,0.476,128.018,0.0294,0.0412
Pyramids - Radio Mix,DVBBS,0.215,0.965,0.602,128.14,0.000269,0.074
White Clouds - Radio Edit,DVBBS,0.292,0.913,0.513,128.01,0.00442,0.109
Burn - Original Mix,KSHMR,0.258,0.885,0.757,128.009,0.000921,0.146
Rage - Original Mix,Sander van Doorn,0.1,0.917,0.54,127.976,0.000439,0.0547
Dragon - Radio Edit,Martin Garrix,0.145,0.917,0.513,128.024,0.00543,0.0628
Animals - Jay Ronko Remix,Martin Garrix,0.188,0.967,0.682,110.024,0.00762,0.0396
Forbidden Voices,Martin Garrix,0.3,0.711,0.534,128.102,0.05,0.0368
Wake Up - Radio Edit,Jay Hardway,0.581,0.86,0.549,128.07,0.0177,0.061
Origami - (Original Mix),Florian Picasso,0.437,0.909,0.731,127.991,0.00768,0.054
GO - Showtek Edit,MAKJ,0.114,0.923,0.613,128.016,0.000441,0.0619
Raveheart - Original Mix,DVBBS,0.24,0.986,0.5,127.972,0.00106,0.322
Derp,Bassjackers,0.223,0.973,0.648,127.95,0.000644,0.0872
Poison,Martin Garrix,0.062,0.756,0.502,128.125,0.00429,0.0363
Gold Skies - Tiësto Remix,Sander van Doorn,0.435,0.972,0.545,128.012,0.000197,0.0715
Electric Elephants,Jay Hardway,0.254,0.927,0.588,127.946,0.00293,0.064
Can't Feel My Face - Martin Garrix Remix,The Weeknd,0.117,0.707,0.607,128.014,0.00842,0.106
Backlash - Martin Garrix Edit,DubVision,0.313,0.825,0.679,126.986,0.00702,0.0529
Set Me Free,Dillon Francis,0.588,0.718,0.719,128.014,0.000169,0.0429
Bouncybob (feat. Justin Mylo & Mesto),Martin Garrix,0.331,0.896,0.73,128.012,0.000727,0.0692
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,0.21,0.889,0.463,127.973,0.0354,0.126
United We Dance - Radio Edit,Vicetone,0.0627,0.645,0.591,125.983,0.0395,0.045
Pick Up The Pieces - Radio Edit,Maor Levi,0.353,0.757,0.503,127.928,0.00239,0.0602
Now That I've Found You (feat. John & Michel),Martin Garrix,0.414,0.831,0.495,128.064,0.021,0.0319
Sweet & Sour,Mike Williams,0.385,0.919,0.577,127.966,0.000113,0.0413
Turn Me Up - ViP Mix,MOTi,0.496,0.812,0.719,126.019,0.019,0.0614
Need You,FTampa,0.817,0.833,0.636,127.991,0.625,0.0452
Spaceships,AREA21,0.52,0.766,0.441,150.054,0.0181,0.0533
Faded - Tiesto's Northern Lights Remix,Alan Walker,0.11,0.76,0.508,125.979,0.0242,0.087
Groovy George,Mike Williams,0.071,0.869,0.674,127.802,0.000667,0.0417
Totem,Sex Room,0.315,0.902,0.655,128.024,0.0128,0.0429
Oops,Martin Garrix,0.154,0.535,0.618,128.022,0.00115,0.0421
FAWL (From Amsterdam With Love) - Radio Edit,Alpharock,0.287,0.81,0.553,128.04,0.00495,0.054
Don't Need No Money,Merk & Kremont,0.429,0.954,0.583,126.012,0.0204,0.0382
Jumping Jack,Justin Mylo,0.171,0.937,0.731,128.019,0.00835,0.0504
Powertrip,DallasK,0.0394,0.968,0.709,127.992,0.00194,0.195
I Want You,Tiësto,0.286,0.867,0.68,126.078,0.0802,0.0437
Primer,DubVision,0.249,0.864,0.681,127.994,0.026,0.049
Magnum,DubVision,0.355,0.909,0.685,126.018,0.00512,0.0515
Alamo - Original Mix,Bassjackers,0.144,0.822,0.675,127.994,0.000109,0.04
Arsonist - Original Mix,Firebeatz,0.274,0.894,0.719,128.009,0.00863,0.103
Mamo,Florian Picasso,0.38,0.969,0.663,128.059,0.0026,0.119
Somnia,Jay Hardway,0.214,0.822,0.554,119.988,0.000419,0.0545
Can't Get Enough,Lookas,0.403,0.969,0.605,150.119,0.0156,0.118
WIEE,Martin Garrix,0.373,0.835,0.52,127.955,0.278,0.0544
Sun Is Never Going Down,Martin Garrix,0.266,0.726,0.506,128.044,0.00308,0.0366
Spotless,Martin Garrix,0.0605,0.828,0.517,128.077,9.69e-05,0.0482
Together,Martin Garrix,0.196,0.729,0.509,127.871,0.0732,0.0343
Mode - Jay Hardway Remix,Bingo Players,0.353,0.657,0.701,128.006,0.0131,0.118
Escape From Love - Curbi Remix,Eva Simons,0.355,0.996,0.725,125.054,0.152,0.0877
Amsterdam (AMF 2016 Anthem),Jay Hardway,0.217,0.843,0.555,128.079,0.000754,0.057
Hold It Down (feat. Micah Martin),Brooks,0.252,0.902,0.613,127.956,0.00065,0.0453
Antidote - Extended,Swedish House Mafia,0.63,0.821,0.733,128.013,0.000643,0.0991
Close - Brooks Remix,IZECOLD,0.207,0.936,0.682,128.023,0.00325,0.0578
Misae - Radio Edit,Our Psych,0.505,0.93,0.696,127.992,0.0128,0.0515
Old School,Sikdope,0.398,0.946,0.712,127.965,0.023,0.0954
Animals - Radio Edit,Martin Garrix,0.0378,0.923,0.589,128.041,0.00118,0.0353
Welcome,Martin Garrix,0.0422,0.962,0.689,117.988,0.00216,0.136
Error 404 - Original Mix,Martin Garrix,0.285,0.862,0.673,127.983,0.000203,0.0887
Scio,Jay Hardway,0.0383,0.771,0.637,120.019,0.0001,0.0417
East Clintwood,Ostblockschlampen,0.0945,0.947,0.611,127.964,0.00932,0.174
Scared To Be Lonely - Brooks Remix,Martin Garrix,0.225,0.796,0.604,127.991,0.0126,0.0597
Joyride,Bassjackers,0.369,0.784,0.723,128.027,0.0107,0.0334
Pieces,Sikdope,0.0717,0.88,0.583,150.003,0.00332,0.0391
Scared To Be Lonely - LOOPERS Remix,Martin Garrix,0.512,0.934,0.61,128.01,0.0024,0.16
Byte,Martin Garrix,0.267,0.931,0.597,128.031,0.000636,0.0329
If Only I Could - Radio Edit,Brooks,0.159,0.923,0.635,128.032,0.00169,0.0505
Next Level,7UBO,0.599,0.881,0.765,128.033,0.00486,0.084
We Did It,AREA21,0.551,0.733,0.576,150.12,0.00135,0.0288
Money Maker - Mike Williams Remix,Throttle,0.683,0.853,0.77,127.973,0.0232,0.089
Let's Go,Lucas & Steve,0.179,0.847,0.624,125.997,0.0238,0.034
Warfare,Dualmind,0.623,0.926,0.573,128.045,0.000848,0.0406
Boomslang,Dualmind,0.302,0.957,0.614,128.005,0.000725,0.0804
Kinetic (Original Mix),Jay Eskar,0.351,0.816,0.806,126.015,0.0108,0.0443
Lift Me Up,Toby Green,0.251,0.972,0.607,125.011,0.00481,0.047
Gimme Some More,LOOPERS,0.422,0.959,0.589,127.993,0.00176,0.15
Show Me Your Love,Firebeatz,0.154,0.881,0.586,125.999,0.012,0.0514
Atom,Madison Mars,0.31,0.912,0.694,125.992,0.0225,0.173
Jetlag,Mike Williams,0.487,0.946,0.659,128.019,0.0128,0.0504
Thanks A Million,Jay Hardway,0.455,0.81,0.662,120.01,0.0105,0.0316
There For You - Dzeko Remix,Martin Garrix,0.515,0.907,0.61,126.235,0.0207,0.154
Stardust,Lucas & Steve,0.509,0.963,0.578,126.075,0.0254,0.158
Don't Stop Believin',Leontine,0.253,0.816,0.649,134.989,0.0137,0.0432
Don't Let Me Down - W&W Remix,The Chainsmokers,0.484,0.877,0.431,159.897,0.041,0.121
Ignite (feat. SEUNGRI) - Ahrix Remix,K-391,0.202,0.792,0.439,128.265,0.197,0.34
On My Way - Da Tweekaz Remix,Alan Walker,0.48,0.848,0.478,149.936,0.0934,0.0431
Selfish - Ale Mora Remix,Dimitri Vegas & Like Mike,0.525,0.879,0.408,128.603,0.0112,0.119
Bathing Suit Body,Badpojken,0.745,0.921,0.711,127.96,0.0235,0.0919
So Good,Wahlstedt,0.383,0.777,0.786,126.008,0.0323,0.0556
Fire In My Soul (feat. Shungudzo) - Tom Staar Remix,Oliver Heldens,0.308,0.978,0.552,125.993,0.00129,0.0519
Go to Sleep - Wahlstedt Remix,John De Sohn,0.501,0.738,0.783,125.968,0.00916,0.0343
Bella ciao - HUGEL Remix,El Profesor,0.647,0.488,0.842,126.019,0.218,0.0844
Unity,Dimitri Vegas & Like Mike,0.191,0.912,0.65,129.999,0.0241,0.0406
Astronomia,Vicetone,0.326,0.945,0.653,126.091,0.00561,0.0959
Rave in the Grave,AronChupa,0.775,0.724,0.762,132.051,0.138,0.0624
All Falls Down (feat. Juliander) - Steve Aoki Remix,Alan Walker,0.392,0.88,0.66,104.971,0.0012,0.0698
Roses - Zaxx Remix,The Chainsmokers,0.566,0.881,0.677,128.121,0.00445,0.054
Lullaby - Calvo Remix,Sigala,0.455,0.884,0.629,125.961,0.00232,0.0431
This Is What You Came For - R3hab X Henry Fong Remix,Calvin Harris,0.228,0.849,0.708,128.02,0.00212,0.0602
In the Name of Love - DallasK Remix,Martin Garrix,0.102,0.816,0.522,134.103,0.0126,0.0643
Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,Dimitri Vegas & Like Mike,0.236,0.827,0.524,128.011,0.00103,0.059
Russian Roulette (feat. Charlie Who?),Tungevaag,0.38,0.836,0.56,127.643,0.2,0.0821
Waiting For Tomorrow (feat. Mike Shinoda),Martin Garrix,0.336,0.887,0.507,128.015,0.00731,0.141
Happiness,Wahlstedt,0.358,0.856,0.792,126.043,0.135,0.0353
Alone - Blazars Remix,Alan Walker,0.346,0.928,0.741,126.016,0.00221,0.0835
Bad Boy Ken (feat. Siri),Badpojken,0.592,0.771,0.74,124.104,0.23,0.118
Cold Blood (feat. Jeffrey James),Tungevaag,0.367,0.776,0.584,167.956,0.046,0.0925
Magic City,Wahlstedt,0.499,0.867,0.757,125.962,0.0841,0.0362
Better Runaway - Erlandsson Remix,Hogland,0.393,0.8,0.724,127.971,0.00356,0.0537
Up & Down,Marnik,0.658,0.746,0.758,137.968,0.442,0.0285
Capsize - Dzeko & Torres,FRENSHIP,0.853,0.86,0.8,108.009,0.306,0.0446
Mad For It,TooManyLeftHands,0.711,0.862,0.702,108.006,0.0546,0.0333
Bootie in Your Face - No Rock Drop,Deorro,0.407,0.938,0.78,127.0,0.071,0.0791
Feel It,Charlie Who?,0.277,0.814,0.496,179.977,0.0235,0.0488
Let You Know - Club Mix Edit,Bodybangers,0.589,0.942,0.622,125.946,0.0497,0.0422
Find Our Way - Feenixpawl Remix,Midnight Kids,0.571,0.756,0.617,127.961,0.203,0.0441
So Far Away - Nicky Romero Remix,Martin Garrix,0.242,0.493,0.569,125.967,0.0196,0.0443
1000 Times,Roger Melo,0.633,0.869,0.666,118.031,0.00664,0.0363
Yottabyte,Martin Garrix,0.449,0.632,0.634,128.075,0.0129,0.0313
You & Me,Wahlstedt,0.291,0.798,0.651,128.043,0.00566,0.0278
Sun Is Never Going Down (feat. Dawn Golden),Martin Garrix,0.266,0.726,0.506,128.044,0.00308,0.0366
Follow Me,Vicetone,0.317,0.917,0.567,127.998,0.0332,0.0342
Feels Good,Erlandsson,0.642,0.875,0.403,128.222,0.238,0.0703
In the Morning,Jaded,0.623,0.885,0.76,123.97,0.0205,0.0678
Game Over,Martin Garrix,0.396,0.941,0.606,128.018,0.00401,0.0895
Beggars,Krewella,0.402,0.939,0.528,150.093,0.00566,0.0987
Got You Babe - Erlandsson Remix,Hogland,0.425,0.794,0.573,128.004,0.0901,0.252
Crowd Control - Radio Edit,Dimitri Vegas & Like Mike,0.115,0.955,0.345,139.927,0.0594,0.088
Move Your Body - Alan Walker Remix,Sia,0.4,0.789,0.636,128.028,0.0834,0.0892
I Like to Move it - Radio Mix,Nicola Fasano,0.623,0.929,0.72,127.985,0.042,0.0447
Bouncer - Original Mix,Showtek,0.311,0.898,0.479,128.088,4.87e-05,0.0431
Miracles (feat. Bjørnskov) - Charlie Who Remix,Martin Jensen,0.732,0.682,0.769,127.944,0.00145,0.295
Setting Fires - Blasterjaxx Remix,The Chainsmokers,0.164,0.938,0.585,128.069,0.00926,0.286
Like This (feat. AMY MIYÚ) - Carta Edit,SMACK,0.732,0.852,0.871,126.011,0.131,0.0586
Hooked,Notion,0.853,0.789,0.783,128.019,0.135,0.0797
Step Aside,Raven & Kreyn,0.295,0.922,0.764,128.03,0.00169,0.0975
Whatever I Want,Carta,0.315,0.962,0.715,125.964,0.00792,0.163
On The Drums,Pickle,0.91,0.957,0.752,123.993,0.00358,0.0512
Misomaniac,Cityzen,0.911,0.88,0.774,124.011,0.00568,0.0572
Walk In The Spot,Matroda,0.354,0.908,0.764,124.019,0.00862,0.0735
Dumb,Brandon Reeve,0.543,0.971,0.668,126.979,0.00432,0.145
HEY!,Antoine Delvig,0.137,0.994,0.757,123.934,0.0123,0.191
LazersX999,HI-LO,0.379,0.983,0.673,124.998,0.001,0.0718
Playtime,Oomloud,0.269,0.953,0.715,126.041,0.000373,0.105
Drunk,JØRD,0.557,0.945,0.74,124.994,0.0116,0.0638
Hornets Nest,Tom Staar,0.0392,0.975,0.667,126.012,0.0268,0.109
Shake It Down,Juyen Sebulba,0.517,0.98,0.763,130.024,0.00854,0.0567
Play Nice,Nause,0.245,0.796,0.747,126.039,0.0027,0.0514
Body Work,Pickle,0.961,0.974,0.772,126.005,0.0214,0.0677
In The Place,SLVR,0.591,0.868,0.732,126.001,0.0559,0.178
Dance All Night,Sunstars,0.605,0.949,0.722,128.002,0.00319,0.0536
Zhong,Chocolate Puma,0.503,0.985,0.663,125.968,0.00139,0.0741
Jacked Up,Reebs,0.685,0.881,0.83,125.992,0.0289,0.105
The Bump,LOthief,0.374,0.806,0.788,122.966,0.00511,0.116
Feel The Vibe (Uh Uh),Dubdogz,0.657,0.918,0.805,125.98,0.0174,0.0324
Push Ya Back Out,Shift K3Y,0.939,0.95,0.825,126.022,0.00381,0.0615
Tear it,Raven & Kreyn,0.276,0.946,0.79,128.049,0.00141,0.171
Paradise,Wallaby,0.546,0.746,0.701,120.016,0.0407,0.0346
Earthquake,Damien N-Drix,0.486,0.857,0.797,125.036,0.117,0.166
House Phone,Zookëper,0.683,0.965,0.713,123.995,0.00478,0.0952
Ferris Wheel,Rich DietZ,0.683,0.915,0.818,125.016,0.0214,0.265
Superstars (feat. The Loose Cannons),Hook N Sling,0.478,0.86,0.693,124.027,0.00353,0.0635
Simulation,Glass Petals,0.461,0.795,0.783,125.015,0.00368,0.0361
Space Whip,Rich DietZ,0.714,0.709,0.813,124.01,0.00775,0.0884
Peanut Butter,WILL K,0.41,0.714,0.784,125.027,0.00763,0.0753
Don't Tell The Bank (feat. Roshin),Shaun Frank,0.629,0.828,0.789,124.042,0.0038,0.0791
Six Pack,Sophie Francis,0.711,0.885,0.758,123.016,0.000357,0.0707
Shake It,Tujamo,0.628,0.967,0.829,127.028,0.00378,0.0635
Feeling Good,Mariana BO,0.256,0.862,0.698,125.026,0.00521,0.0615
Automatic,Deniz Koyu,0.221,0.94,0.574,126.015,0.00315,0.0495
You Don't Know Me,Swanky Tunes,0.721,0.898,0.695,128.011,0.0337,0.0754
Underground,bad nelson,0.347,0.906,0.634,126.061,0.0449,0.0492
BOT,GRECO (NYC),0.508,0.931,0.787,127.994,0.00122,0.0539
I Like It,Moguai,0.802,0.776,0.839,126.035,0.534,0.29
First Time,illusionize,0.107,0.731,0.62,123.994,0.00409,0.03
They Know,HUGEL,0.641,0.867,0.873,126.054,0.0259,0.144
Avalon,Madison Mars,0.232,0.968,0.587,125.998,0.0182,0.0542
BullDog,Raven & Kreyn,0.666,0.951,0.75,128.029,0.0265,0.134
Legend,MOSKA,0.362,0.875,0.673,125.001,0.00324,0.0449
Keep It Coming,King Arthur,0.385,0.968,0.782,126.017,0.00594,0.0789
Redeem,Curbi,0.479,0.965,0.902,128.017,0.00762,0.145
You Want This,Nonsens,0.256,0.859,0.625,125.987,0.000253,0.0458
Stronger,Breathe Carolina,0.513,0.91,0.721,126.09,0.0597,0.104
We Like To Party,RetroVision,0.241,0.895,0.698,126.046,0.00764,0.101
Real,Notion,0.197,0.734,0.629,128.089,0.00118,0.043
